ageGroup,gender,ageMin,ageMax,bodyWeightMin,bodyWeightMax,lift,record,name,date,place
JR,F,15,20,81,87,Total,224,Amanda Robles,2024-03-03,The Nike 2024 National University Championships Powered by Rogue Fitness
JR,F,15,20,87,>87,Snatch,104,Kuinini Manumua,2018-10-06,caffeine and kilos
JR,F,15,20,87,>87,Clean & Jerk,132,Kuinini Manumua,2018-09-16,Nike 2018 American Open Series 3
JR,F,15,20,87,>87,Total,235,Kuinini Manumua,2018-09-16,Nike 2018 American Open Series 3
JR,M,15,20,0,55,Snatch,95,Seth Tom,2019-06-08,2019 IWF Junior World Championships
JR,M,15,20,0,55,Clean & Jerk,118,Seth Tom,2019-02-17,2019 National Junior Championships
JR,M,15,20,0,55,Total,213,Seth Tom,2019-02-17,2019 National Junior Championships
JR,M,15,20,55,61,Snatch,104,Seth Tom,2022-06-28,"The Nike 2022 National Junior Championships, powered by Rogue"
JR,M,15,20,55,61,Clean & Jerk,132,Seth Tom,2022-06-28,"The Nike 2022 National Junior Championships, powered by Rogue"
JR,M,15,20,55,61,Total,236,Seth Tom,2022-06-28,"The Nike 2022 National Junior Championships, powered by Rogue"
JR,M,15,20,61,67,Snatch,111,Evan Fukuhara,2023-12-07,"The 2023 Nike North American Open Finals, powered by Rogue"
JR,M,15,20,61,67,Clean & Jerk,145,Evan Fukuhara,2023-12-07,"The 2023 Nike North American Open Finals, powered by Rogue"
JR,M,15,20,61,67,Total,256,Evan Fukuhara,2023-12-07,"The 2023 Nike North American Open Finals, powered by Rogue"
JR,M,15,20,67,73,Snatch,120,Evan Fukuhara,2023-11-04,Iowa Elite Championship (NUQ)
JR,M,15,20,67,73,Clean & Jerk,150,Evan Fukuhara,2023-11-04,Iowa Elite Championship (NUQ)
JR,M,15,20,67,73,Total,270,Evan Fukuhara,2023-11-04,Iowa Elite Championship (NUQ)
JR,M,15,20,73,81,Snatch,123,Conner Sparks,2019-11-23,Folsom Open 3
JR,M,15,20,73,81,Clean & Jerk,163,Conner Sparks,2019-11-23,Folsom Open 3
JR,M,15,20,73,81,Total,286,Conner Sparks,2019-11-23,Folsom Open 3
JR,M,15,20,81,89,Snatch,140,Conner Sparks,2021-07-13,Rescheduled 2020 Junior Pan American Championships
JR,M,15,20,81,89,Clean & Jerk,179,Conner Sparks,2021-10-22,2021 Junior Pan American Championships
JR,M,15,20,81,89,Total,317,Conner Sparks,2020-12-06,2020 Online American Open Finals
JR,M,15,20,89,96,Snatch,148,Jaden Washington,2018-02-18,2018 Nike National Junior Championships
JR,M,15,20,89,96,Clean & Jerk,190,Jaden Washington,2019-02-17,2019 National Junior Championships
JR,M,15,20,89,96,Total,338,Jaden Washington,2018-02-18,2018 Nike National Junior Championships
JR,M,15,20,96,102,Snatch,145,Ryland Shriver,2021-07-01,"The Nike 2021 National Junior Championships, powered by Rogue"
JR,M,15,20,96,102,Clean & Jerk,185,Ryland Shriver,2021-07-14,Rescheduled 2020 Junior Pan American Championships
JR,M,15,20,96,102,Total,327,Ryland Shriver,2021-07-01,"The Nike 2021 National Junior Championships, powered by Rogue"
JR,M,15,20,102,109,Snatch,155,Ryland Shriver,2022-10-23,2022 Junior Pan American Championships
JR,M,15,20,102,109,Clean & Jerk,195,Ryland Shriver,2022-06-30,"The Nike 2022 National Junior Championships, powered by Rogue"
JR,M,15,20,102,109,Total,348,Ryland Shriver,2022-10-23,2022 Junior Pan American Championships
JR,M,15,20,109,>109,Snatch,148,Ryland Shriver,2021-11-29,2021 Junior Pan American Games
JR,M,15,20,109,>109,Clean & Jerk,187,Ryland Shriver,2021-11-29,2021 Junior Pan American Games
JR,M,15,20,109,>109,Total,335,Ryland Shriver,2021-11-29,2021 Junior Pan American Games
W35,F,35,39,0,45,Snatch,35,panatda wongtep,2021-07-31,Hassle Free Summer Breaker
W35,F,35,39,0,45,Clean & Jerk,57,panatda wongtep,2021-11-07,2021 Howard Cohen American Masters
W35,F,35,39,0,45,Total,85,panatda wongtep,2021-07-31,Hassle Free Summer Breaker
W35,F,35,39,0,49,Snatch,58,Sarah DeParis,2021-08-14,August online qualifier
W35,F,35,39,0,49,Clean & Jerk,77,Sarah DeParis,2020-10-24,Fall Record Breaker
W35,F,35,39,0,49,Total,131,Sarah DeParis,2021-12-03,"The Nike 2021 North American Open Finals, powered by Rogue"
W35,F,35,39,49,55,Snatch,85,Charis Chan,2022-07-01,"The Nike 2022 USA Weightlifting National Championships, powered by Rogue"
W35,F,35,39,49,55,Clean & Jerk,109,Charis Chan,2022-07-01,"The Nike 2022 USA Weightlifting National Championships, powered by Rogue"
W35,F,35,39,49,55,Total,194,Charis Chan,2022-07-01,"The Nike 2022 USA Weightlifting National Championships, powered by Rogue"
W35,F,35,39,55,59,Snatch,84,Charis Chan,2023-06-04,2023 California North Central WSO Championships
W35,F,35,39,55,59,Clean & Jerk,103,Charis Chan,2023-06-04,2023 California North Central WSO Championships
W35,F,35,39,55,59,Total,187,Charis Chan,2023-06-04,2023 California North Central WSO Championships
W35,F,35,39,59,64,Snatch,83,Charis Chan,2024-11-03,2024 Golden West Don Wilson Memorial
W35,F,35,39,59,64,Clean & Jerk,104,Charis Chan,2024-11-03,2024 Golden West Don Wilson Memorial
W35,F,35,39,59,64,Total,187,Charis Chan,2024-11-03,2024 Golden West Don Wilson Memorial
W35,F,35,39,64,71,Snatch,76,Megan Farrell,2018-03-04,Nike 2018 American Open Series 1
W35,F,35,39,64,71,Clean & Jerk,93,Megan Farrell,2018-03-04,Nike 2018 American Open Series 1
W35,F,35,39,64,71,Total,169,Megan Farrell,2018-03-04,Nike 2018 American Open Series 1
W35,F,35,39,71,76,Snatch,80,Kristin Newman,2018-09-16,Nike 2018 American Open Series 3
W35,F,35,39,71,76,Clean & Jerk,104,Kristin Newman,2018-08-04,Redwood Empire Championships
W35,F,35,39,71,76,Total,183,Kristin Newman,2018-08-04,Redwood Empire Championships
W35,F,35,39,76,81,Snatch,80,Kara Doherty,2020-07-31,Stars and Stripes Lift Off
W35,F,35,39,76,81,Clean & Jerk,93,Kara Doherty,2021-05-22,Hassle Free Womens Grand Prix
W35,F,35,39,76,81,Total,173,Kara Doherty,2020-07-31,Stars and Stripes Lift Off
W35,F,35,39,81,87,Snatch,93,Laura Alexander,2024-06-12,"The 2024 Nike USA Weightlifting National Championships, powered by Rogue"
W35,F,35,39,81,87,Clean & Jerk,125,Laura Alexander,2024-06-12,"The 2024 Nike USA Weightlifting National Championships, powered by Rogue"
W35,F,35,39,81,87,Total,218,Laura Alexander,2024-06-12,"The 2024 Nike USA Weightlifting National Championships, powered by Rogue"
W35,F,35,39,87,>87,Snatch,85,Mariana Duhne Aguayo,2024-10-25,October Online Qualifier (NUQ)
W35,F,35,39,87,>87,Clean & Jerk,112,Mariana Duhne Aguayo,2024-03-03,The Nike 2024 North American Open Series 1 Powered by Rogue Fitness
W35,F,35,39,87,>87,Total,192,Mariana Duhne Aguayo,2024-03-03,The Nike 2024 North American Open Series 1 Powered by Rogue Fitness
M35,M,35,39,0,55,Snatch,96,Benjamin Elias,2022-10-30,Don Wilson Memorial Golden West Open
M35,M,35,39,0,55,Clean & Jerk,122,Benjamin Elias,2022-10-30,Don Wilson Memorial Golden West Open
M35,M,35,39,0,55,Total,218,Benjamin Elias,2022-10-30,Don Wilson Memorial Golden West Open
M35,M,35,39,55,61,Snatch,82,Daniel Louie,2022-08-07,Tommy Kono XVI
M35,M,35,39,55,61,Clean & Jerk,105,Daniel Louie,2022-08-07,Tommy Kono XVI
M35,M,35,39,55,61,Total,187,Daniel Louie,2022-08-07,Tommy Kono XVI
M35,M,35,39,61,67,Snatch,93,Adam Tabalno,2018-01-13,Altius Athletics Winter Classic
M35,M,35,39,61,67,Clean & Jerk,115,Adam Tabalno,2018-12-15,2018 Hawaii Open Weightlifting Championships
M35,M,35,39,61,67,Total,204,Adam Tabalno,2018-01-13,Altius Athletics Winter Classic
M35,M,35,39,67,73,Snatch,114,Jonathan McHale,2024-03-23,The Nike 2024 USA Weightlifting Masters National Championships Powered by Rogue Fitness
M35,M,35,39,67,73,Clean & Jerk,146,Jonathan McHale,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
M35,M,35,39,67,73,Total,257,Jonathan McHale,2024-03-23,The Nike 2024 USA Weightlifting Masters National Championships Powered by Rogue Fitness
M35,M,35,39,73,81,Snatch,118,Alvin Tajima,2025-02-27,2025 Virus Weightlifting Series 1 Powered by Rogue Fitness
M35,M,35,39,73,81,Clean & Jerk,193,Kenton Chung,2022-08-14,Money in the Bank 22'
M35,M,35,39,73,81,Total,298,Kenton Chung,2022-08-14,Money in the Bank 22'
M35,M,35,39,81,89,Snatch,121,Christopher Robertson,2019-06-02,Standard Strength Presents: Money in the Bank 2
M35,M,35,39,81,89,Clean & Jerk,153,Danny Lehr,2019-10-06,2019 Masters World Cup - U.S. Citizen
M35,M,35,39,81,89,Total,266,Christopher Robertson,2019-06-02,Standard Strength Presents: Money in the Bank 2
M35,M,35,39,89,96,Snatch,120,Mauricio Leal,2021-06-30,Lift Proud Virtual Cup
M35,M,35,39,89,96,Clean & Jerk,150,Kevin Roberts,2019-06-23,PWA Champs
